datetime,Electricity:Facility_None(kWh),DistrictCooling:Facility_None(kWh),Electricity:Facility_None(kWh)
2017-01-01T22:30:00-05:00,0.0,0.0,0.0
2017-01-01T22:40:00-05:00,0.0,0.0,0.0
2017-01-01T22:50:00-05:00,0.0,0.0,0.0
2017-01-01T23:00:00-05:00,0.0,0.0,0.0
2017-01-01T23:10:00-05:00,0.0,0.0,0.0
2017-01-01T23:20:00-05:00,0.0,0.0,0.0
2017-01-01T23:30:00-05:00,0.0,0.0,0.0
2017-01-01T23:40:00-05:00,0.0,0.0,0.0
2017-01-01T23:50:00-05:00,0.0,0.0,0.0
2017-01-02T00:00:00-05:00,0.0,0.0,0.0
2017-01-02T00:10:00-05:00,0.0,0.0,0.0
2017-01-02T00:20:00-05:00,0.0,0.0,0.0
2017-01-02T00:30:00-05:00,0.0,0.0,0.0
2017-01-02T00:40:00-05:00,0.0,0.0,0.0
2017-01-02T00:50:00-05:00,0.0,0.0,0.0
2017-01-02T01:00:00-05:00,0.0,0.0,0.0
2017-01-02T01:10:00-05:00,0.0,0.0,0.0
2017-01-02T01:20:00-05:00,0.0,0.0,0.0
2017-01-02T01:30:00-05:00,0.0,0.0,0.0
2017-01-02T01:40:00-05:00,0.0,0.0,0.0
2017-01-02T01:50:00-05:00,0.0,0.0,0.0
2017-01-02T02:00:00-05:00,0.0,0.0,0.0
2017-01-02T02:10:00-05:00,0.0,0.0,0.0
2017-01-02T02:20:00-05:00,0.0,0.0,0.0
2017-01-02T02:30:00-05:00,0.0,0.0,0.0
2017-01-02T02:40:00-05:00,0.0,0.0,0.0
2017-01-02T02:50:00-05:00,0.0,0.0,0.0
2017-01-02T03:00:00-05:00,0.0,0.0,0.0
2017-01-02T03:10:00-05:00,0.0,0.0,0.0
2017-01-02T03:20:00-05:00,0.0,0.0,0.0
2017-01-02T03:30:00-05:00,0.0,0.0,0.0
2017-01-02T03:40:00-05:00,0.0,0.0,0.0
2017-01-02T03:50:00-05:00,0.0,0.0,0.0
2017-01-02T04:00:00-05:00,0.0,0.0,0.0
2017-01-02T04:10:00-05:00,0.0,0.0,0.0
2017-01-02T04:20:00-05:00,0.0,0.0,0.0
2017-01-02T04:30:00-05:00,0.0,0.0,0.0
2017-01-02T04:40:00-05:00,0.0,0.0,0.0
2017-01-02T04:50:00-05:00,0.0,0.0,0.0
2017-01-02T05:00:00-05:00,0.0,0.0,0.0
2017-01-02T05:10:00-05:00,0.0,0.0,0.0
2017-01-02T05:20:00-05:00,0.0,0.0,0.0
2017-01-02T05:30:00-05:00,0.0,0.0,0.0
2017-01-02T05:40:00-05:00,0.0,0.0,0.0
2017-01-02T05:50:00-05:00,0.0,0.0,0.0
2017-01-02T06:00:00-05:00,0.0,0.0,0.0
2017-01-02T06:10:00-05:00,0.0,0.0,0.0
2017-01-02T06:20:00-05:00,0.0,0.0,0.0
2017-01-02T06:30:00-05:00,0.0,0.0,0.0
2017-01-02T06:40:00-05:00,0.0,0.0,0.0
2017-01-02T06:50:00-05:00,0.0,0.0,0.0
2017-01-02T07:00:00-05:00,0.0,0.0,0.0
2017-01-02T07:10:00-05:00,0.0,0.0,0.0
2017-01-02T07:20:00-05:00,0.0,0.0,0.0
2017-01-02T07:30:00-05:00,0.0,0.0,0.0
2017-01-02T07:40:00-05:00,0.0,0.0,0.0
2017-01-02T07:50:00-05:00,0.0,0.0,0.0
2017-01-02T08:00:00-05:00,0.0,0.0,0.0
2017-01-02T08:10:00-05:00,0.0,0.0,0.0
2017-01-02T08:20:00-05:00,0.0,0.0,0.0
2017-01-02T08:30:00-05:00,0.0,0.0,0.0
2017-01-02T08:40:00-05:00,0.0,0.0,0.0
2017-01-02T08:50:00-05:00,0.0,0.0,0.0
2017-01-02T09:00:00-05:00,1.104206475125,0.8453744476304779,1.104206475125
2017-01-02T09:10:00-05:00,1.104206475125,1.8479657107404144,1.104206475125
2017-01-02T09:20:00-05:00,1.104206475125,2.9363739058097846,1.104206475125
2017-01-02T09:30:00-05:00,1.104206475125,3.6634794496354957,1.104206475125
2017-01-02T09:40:00-05:00,1.104206475125,4.12834473430752,1.104206475125
2017-01-02T09:50:00-05:00,1.104206475125,4.33030860718138,1.104206475125
2017-01-02T10:00:00-05:00,1.104206475125,4.639295695950185,1.104206475125
2017-01-02T10:10:00-05:00,1.104206475125,5.02219933879831,1.104206475125
2017-01-02T10:20:00-05:00,1.104206475125,5.2145324646396425,1.104206475125
2017-01-02T10:30:00-05:00,1.104206475125,5.335995073658045,1.104206475125
2017-01-02T10:40:00-05:00,1.104206475125,5.521472592395407,1.104206475125
2017-01-02T10:50:00-05:00,1.104206475125,5.800786884335404,1.104206475125
2017-01-02T11:00:00-05:00,1.104206475125,5.969752279726754,1.104206475125
2017-01-02T11:10:00-05:00,1.104206475125,5.994533541854843,1.104206475125
2017-01-02T11:20:00-05:00,1.104206475125,6.036134240758595,1.104206475125
2017-01-02T11:30:00-05:00,1.104206475125,6.0881212723364815,1.104206475125
2017-01-02T11:40:00-05:00,1.104206475125,6.134916150306989,1.104206475125
2017-01-02T11:50:00-05:00,1.104206475125,6.169483975248438,1.104206475125
2017-01-02T12:00:00-05:00,1.104206475125,6.193850498232925,1.104206475125
2017-01-02T12:10:00-05:00,1.104206475125,6.210956511439781,1.104206475125
2017-01-02T12:20:00-05:00,1.104206475125,6.223531170352393,1.104206475125
2017-01-02T12:30:00-05:00,1.104206475125,6.221538344395684,1.104206475125
2017-01-02T12:40:00-05:00,1.104206475125,6.200152889471642,1.104206475125
2017-01-02T12:50:00-05:00,1.104206475125,6.159718105848227,1.104206475125
2017-01-02T13:00:00-05:00,1.104206475125,6.280243779934517,1.104206475125
2017-01-02T13:10:00-05:00,1.104206475125,6.408887844951714,1.104206475125
2017-01-02T13:20:00-05:00,1.104206475125,6.550160466658239,1.104206475125
2017-01-02T13:30:00-05:00,1.104206475125,6.723843722672532,1.104206475125
2017-01-02T13:40:00-05:00,1.104206475125,6.943255748986758,1.104206475125
2017-01-02T13:50:00-05:00,1.104206475125,7.209284908554142,1.104206475125
2017-01-02T14:00:00-05:00,1.104206475125,7.280088933458038,1.104206475125
2017-01-02T14:10:00-05:00,1.104206475125,7.338515422377567,1.104206475125
2017-01-02T14:20:00-05:00,1.104206475125,7.37297215489846,1.104206475125
2017-01-02T14:30:00-05:00,1.104206475125,7.352770240908263,1.104206475125
2017-01-02T14:40:00-05:00,1.104206475125,7.256096560623377,1.104206475125
2017-01-02T14:50:00-05:00,1.104206475125,7.090812003236474,1.104206475125
2017-01-02T15:00:00-05:00,1.104206475125,6.835695799225886,1.104206475125
2017-01-02T15:10:00-05:00,1.104206475125,6.535250563944631,1.104206475125
2017-01-02T15:20:00-05:00,1.104206475125,6.207516311940392,1.104206475125
2017-01-02T15:30:00-05:00,1.104206475125,5.878168519033905,1.104206475125
2017-01-02T15:40:00-05:00,1.104206475125,5.561367670895328,1.104206475125
2017-01-02T15:50:00-05:00,1.104206475125,5.25916767983317,1.104206475125
2017-01-02T16:00:00-05:00,1.104206475125,5.0473919835524015,1.104206475125
2017-01-02T16:10:00-05:00,1.104206475125,4.852343956297106,1.104206475125
2017-01-02T16:20:00-05:00,1.104206475125,4.667705453242289,1.104206475125
2017-01-02T16:30:00-05:00,1.104206475125,4.470429031900847,1.104206475125
2017-01-02T16:40:00-05:00,1.104206475125,4.251311973814735,1.104206475125
2017-01-02T16:50:00-05:00,1.104206475125,4.010602294781417,1.104206475125
2017-01-02T17:00:00-05:00,1.104206475125,3.7068783601293536,1.104206475125
2017-01-02T17:10:00-05:00,1.104206475125,3.4441342586283032,1.104206475125
2017-01-02T17:20:00-05:00,1.104206475125,3.1705437792551274,1.104206475125
2017-01-02T17:30:00-05:00,1.104206475125,2.8918221844016068,1.104206475125
2017-01-02T17:40:00-05:00,1.104206475125,2.6445591013884,1.104206475125
2017-01-02T17:50:00-05:00,1.104206475125,2.4393299838612608,1.104206475125
2017-01-02T18:00:00-05:00,0.0,0.0,0.0
2017-01-02T18:10:00-05:00,0.0,0.0,0.0
2017-01-02T18:20:00-05:00,0.0,0.0,0.0
2017-01-02T18:30:00-05:00,0.0,0.0,0.0
2017-01-02T18:40:00-05:00,0.0,0.0,0.0
2017-01-02T18:50:00-05:00,0.0,0.0,0.0
2017-01-02T19:00:00-05:00,0.0,0.0,0.0
2017-01-02T19:10:00-05:00,0.0,0.0,0.0
2017-01-02T19:20:00-05:00,0.0,0.0,0.0
2017-01-02T19:30:00-05:00,0.0,0.0,0.0
2017-01-02T19:40:00-05:00,0.0,0.0,0.0
2017-01-02T19:50:00-05:00,0.0,0.0,0.0
2017-01-02T20:00:00-05:00,0.0,0.0,0.0
2017-01-02T20:10:00-05:00,0.0,0.0,0.0
2017-01-02T20:20:00-05:00,0.0,0.0,0.0
2017-01-02T20:30:00-05:00,0.0,0.0,0.0
2017-01-02T20:40:00-05:00,0.0,0.0,0.0
2017-01-02T20:50:00-05:00,0.0,0.0,0.0
2017-01-02T21:00:00-05:00,0.0,0.0,0.0
2017-01-02T21:10:00-05:00,0.0,0.0,0.0
2017-01-02T21:20:00-05:00,0.0,0.0,0.0
2017-01-02T21:30:00-05:00,0.0,0.0,0.0
2017-01-02T21:40:00-05:00,0.0,0.0,0.0
2017-01-02T21:50:00-05:00,0.0,0.0,0.0
2017-01-02T22:00:00-05:00,0.0,0.0,0.0
2017-01-02T22:10:00-05:00,0.0,0.0,0.0
2017-01-02T22:20:00-05:00,0.0,0.0,0.0
2017-01-02T22:30:00-05:00,0.0,0.0,0.0
2017-01-02T22:40:00-05:00,0.0,0.0,0.0
2017-01-02T22:50:00-05:00,0.0,0.0,0.0
2017-01-02T23:00:00-05:00,0.0,0.0,0.0
2017-01-02T23:10:00-05:00,0.0,0.0,0.0
2017-01-02T23:20:00-05:00,0.0,0.0,0.0
2017-01-02T23:30:00-05:00,0.0,0.0,0.0
2017-01-02T23:40:00-05:00,0.0,0.0,0.0
2017-01-02T23:50:00-05:00,0.0,0.0,0.0
2017-01-03T00:00:00-05:00,0.0,0.0,0.0
2017-01-03T00:10:00-05:00,0.0,0.0,0.0
2017-01-03T00:20:00-05:00,0.0,0.0,0.0
2017-01-03T00:30:00-05:00,0.0,0.0,0.0
2017-01-03T00:40:00-05:00,0.0,0.0,0.0
2017-01-03T00:50:00-05:00,0.0,0.0,0.0
2017-01-03T01:00:00-05:00,0.0,0.0,0.0
2017-01-03T01:10:00-05:00,0.0,0.0,0.0
2017-01-03T01:20:00-05:00,0.0,0.0,0.0
2017-01-03T01:30:00-05:00,0.0,0.0,0.0
2017-01-03T01:40:00-05:00,0.0,0.0,0.0
2017-01-03T01:50:00-05:00,0.0,0.0,0.0
2017-01-03T02:00:00-05:00,0.0,0.0,0.0
2017-01-03T02:10:00-05:00,0.0,0.0,0.0
2017-01-03T02:20:00-05:00,0.0,0.0,0.0
2017-01-03T02:30:00-05:00,0.0,0.0,0.0
2017-01-03T02:40:00-05:00,0.0,0.0,0.0
2017-01-03T02:50:00-05:00,0.0,0.0,0.0
2017-01-03T03:00:00-05:00,0.0,0.0,0.0
2017-01-03T03:10:00-05:00,0.0,0.0,0.0
2017-01-03T03:20:00-05:00,0.0,0.0,0.0
2017-01-03T03:30:00-05:00,0.0,0.0,0.0
2017-01-03T03:40:00-05:00,0.0,0.0,0.0
2017-01-03T03:50:00-05:00,0.0,0.0,0.0
2017-01-03T04:00:00-05:00,0.0,0.0,0.0
2017-01-03T04:10:00-05:00,0.0,0.0,0.0
2017-01-03T04:20:00-05:00,0.0,0.0,0.0
2017-01-03T04:30:00-05:00,0.0,0.0,0.0
2017-01-03T04:40:00-05:00,0.0,0.0,0.0
2017-01-03T04:50:00-05:00,0.0,0.0,0.0
2017-01-03T05:00:00-05:00,0.0,0.0,0.0
2017-01-03T05:10:00-05:00,0.0,0.0,0.0
2017-01-03T05:20:00-05:00,0.0,0.0,0.0
2017-01-03T05:30:00-05:00,0.0,0.0,0.0
2017-01-03T05:40:00-05:00,0.0,0.0,0.0
2017-01-03T05:50:00-05:00,0.0,0.0,0.0
2017-01-03T06:00:00-05:00,0.0,0.0,0.0
2017-01-03T06:10:00-05:00,0.0,0.0,0.0
2017-01-03T06:20:00-05:00,0.0,0.0,0.0
2017-01-03T06:30:00-05:00,0.0,0.0,0.0
2017-01-03T06:40:00-05:00,0.0,0.0,0.0
2017-01-03T06:50:00-05:00,0.0,0.0,0.0
2017-01-03T07:00:00-05:00,0.0,0.0,0.0
2017-01-03T07:10:00-05:00,0.0,0.0,0.0
2017-01-03T07:20:00-05:00,0.0,0.0,0.0
2017-01-03T07:30:00-05:00,0.0,0.0,0.0
2017-01-03T07:40:00-05:00,0.0,0.0,0.0
2017-01-03T07:50:00-05:00,0.0,0.0,0.0
2017-01-03T08:00:00-05:00,0.0,0.0,0.0
2017-01-03T08:10:00-05:00,0.0,0.0,0.0
2017-01-03T08:20:00-05:00,0.0,0.0,0.0
2017-01-03T08:30:00-05:00,0.0,0.0,0.0
2017-01-03T08:40:00-05:00,0.0,0.0,0.0
2017-01-03T08:50:00-05:00,0.0,0.0,0.0
2017-01-03T09:00:00-05:00,1.104206475125,1.4259961687736136,1.104206475125
2017-01-03T09:10:00-05:00,1.104206475125,2.7655551393376983,1.104206475125
2017-01-03T09:20:00-05:00,1.104206475125,3.8094805911012677,1.104206475125
2017-01-03T09:30:00-05:00,1.104206475125,4.225419474380315,1.104206475125
2017-01-03T09:40:00-05:00,1.104206475125,4.330696072567351,1.104206475125
2017-01-03T09:50:00-05:00,1.104206475125,4.6280076719914565,1.104206475125
2017-01-03T10:00:00-05:00,1.104206475125,4.904153155807695,1.104206475125
2017-01-03T10:10:00-05:00,1.104206475125,5.055088965229798,1.104206475125
2017-01-03T10:20:00-05:00,1.104206475125,5.164929447445683,1.104206475125
2017-01-03T10:30:00-05:00,1.104206475125,5.169060279919744,1.104206475125
2017-01-03T10:40:00-05:00,1.104206475125,5.0885527678018665,1.104206475125
2017-01-03T10:50:00-05:00,1.104206475125,5.10404936237457,1.104206475125
2017-01-03T11:00:00-05:00,1.104206475125,5.156062031805716,1.104206475125
2017-01-03T11:10:00-05:00,1.104206475125,5.166005526524753,1.104206475125
2017-01-03T11:20:00-05:00,1.104206475125,5.205591664883378,1.104206475125
2017-01-03T11:30:00-05:00,1.104206475125,5.274404512345121,1.104206475125
2017-01-03T11:40:00-05:00,1.104206475125,5.331990788579026,1.104206475125
2017-01-03T11:50:00-05:00,1.104206475125,5.386082919445826,1.104206475125
2017-01-03T12:00:00-05:00,1.104206475125,5.4419259596303515,1.104206475125
2017-01-03T12:10:00-05:00,1.104206475125,5.493104230269063,1.104206475125
2017-01-03T12:20:00-05:00,1.104206475125,5.533955846082879,1.104206475125
2017-01-03T12:30:00-05:00,1.104206475125,5.56398463194064,1.104206475125
2017-01-03T12:40:00-05:00,1.104206475125,5.583625746421547,1.104206475125
2017-01-03T12:50:00-05:00,1.104206475125,5.595446296198844,1.104206475125
2017-01-03T13:00:00-05:00,1.104206475125,5.5944082188144515,1.104206475125
2017-01-03T13:10:00-05:00,1.104206475125,5.586821080253457,1.104206475125
2017-01-03T13:20:00-05:00,1.104206475125,5.573337850679132,1.104206475125
2017-01-03T13:30:00-05:00,1.104206475125,5.562962604717588,1.104206475125
2017-01-03T13:40:00-05:00,1.104206475125,5.562477683880092,1.104206475125
2017-01-03T13:50:00-05:00,1.104206475125,5.573241734450721,1.104206475125
2017-01-03T14:00:00-05:00,1.104206475125,5.604958481220026,1.104206475125
2017-01-03T14:10:00-05:00,1.104206475125,5.635607933692549,1.104206475125
2017-01-03T14:20:00-05:00,1.104206475125,5.655807496129058,1.104206475125
2017-01-03T14:30:00-05:00,1.104206475125,5.65529467290538,1.104206475125
2017-01-03T14:40:00-05:00,1.104206475125,5.633046593226434,1.104206475125
2017-01-03T14:50:00-05:00,1.104206475125,5.5932876417067074,1.104206475125
2017-01-03T15:00:00-05:00,1.104206475125,5.5436731109942174,1.104206475125
2017-01-03T15:10:00-05:00,1.104206475125,5.497931490583342,1.104206475125
2017-01-03T15:20:00-05:00,1.104206475125,5.455636955074493,1.104206475125
2017-01-03T15:30:00-05:00,1.104206475125,5.394285635288032,1.104206475125
2017-01-03T15:40:00-05:00,1.104206475125,5.301326176363342,1.104206475125
2017-01-03T15:50:00-05:00,1.104206475125,5.167386593633866,1.104206475125
2017-01-03T16:00:00-05:00,1.104206475125,4.97951799429686,1.104206475125
2017-01-03T16:10:00-05:00,1.104206475125,4.755639125419573,1.104206475125
2017-01-03T16:20:00-05:00,1.104206475125,4.511156248707397,1.104206475125
2017-01-03T16:30:00-05:00,1.104206475125,4.259707523399178,1.104206475125
2017-01-03T16:40:00-05:00,1.104206475125,4.0089470027276235,1.104206475125
2017-01-03T16:50:00-05:00,1.104206475125,3.760490281561987,1.104206475125
2017-01-03T17:00:00-05:00,1.104206475125,3.5259386012544747,1.104206475125
2017-01-03T17:10:00-05:00,1.104206475125,3.3276678783035663,1.104206475125
2017-01-03T17:20:00-05:00,1.104206475125,3.1200268144413266,1.104206475125
2017-01-03T17:30:00-05:00,1.104206475125,2.8862076737617337,1.104206475125
2017-01-03T17:40:00-05:00,1.104206475125,2.672428332245263,1.104206475125
2017-01-03T17:50:00-05:00,1.104206475125,2.495010153075882,1.104206475125
2017-01-03T18:00:00-05:00,0.0,0.0,0.0
2017-01-03T18:10:00-05:00,0.0,0.0,0.0
2017-01-03T18:20:00-05:00,0.0,0.0,0.0
2017-01-03T18:30:00-05:00,0.0,0.0,0.0
2017-01-03T18:40:00-05:00,0.0,0.0,0.0
2017-01-03T18:50:00-05:00,0.0,0.0,0.0
2017-01-03T19:00:00-05:00,0.0,0.0,0.0
2017-01-03T19:10:00-05:00,0.0,0.0,0.0
2017-01-03T19:20:00-05:00,0.0,0.0,0.0
2017-01-03T19:30:00-05:00,0.0,0.0,0.0
2017-01-03T19:40:00-05:00,0.0,0.0,0.0
2017-01-03T19:50:00-05:00,0.0,0.0,0.0
2017-01-03T20:00:00-05:00,0.0,0.0,0.0
2017-01-03T20:10:00-05:00,0.0,0.0,0.0
2017-01-03T20:20:00-05:00,0.0,0.0,0.0
2017-01-03T20:30:00-05:00,0.0,0.0,0.0
2017-01-03T20:40:00-05:00,0.0,0.0,0.0
2017-01-03T20:50:00-05:00,0.0,0.0,0.0
2017-01-03T21:00:00-05:00,0.0,0.0,0.0
2017-01-03T21:10:00-05:00,0.0,0.0,0.0
2017-01-03T21:20:00-05:00,0.0,0.0,0.0
2017-01-03T21:30:00-05:00,0.0,0.0,0.0
2017-01-03T21:40:00-05:00,0.0,0.0,0.0
2017-01-03T21:50:00-05:00,0.0,0.0,0.0
2017-01-03T22:00:00-05:00,0.0,0.0,0.0
2017-01-03T22:10:00-05:00,0.0,0.0,0.0
2017-01-03T22:20:00-05:00,0.0,0.0,0.0
2017-01-03T22:30:00-05:00,0.0,0.0,0.0
2017-01-03T22:40:00-05:00,0.0,0.0,0.0
2017-01-03T22:50:00-05:00,0.0,0.0,0.0
2017-01-03T23:00:00-05:00,0.0,0.0,0.0
2017-01-03T23:10:00-05:00,0.0,0.0,0.0
2017-01-03T23:20:00-05:00,0.0,0.0,0.0
2017-01-03T23:30:00-05:00,0.0,0.0,0.0
2017-01-03T23:40:00-05:00,0.0,0.0,0.0
2017-01-03T23:50:00-05:00,0.0,0.0,0.0
2017-01-04T00:00:00-05:00,0.0,0.0,0.0
2017-01-04T00:10:00-05:00,0.0,0.0,0.0
2017-01-04T00:20:00-05:00,0.0,0.0,0.0
2017-01-04T00:30:00-05:00,0.0,0.0,0.0
2017-01-04T00:40:00-05:00,0.0,0.0,0.0
2017-01-04T00:50:00-05:00,0.0,0.0,0.0
2017-01-04T01:00:00-05:00,0.0,0.0,0.0
2017-01-04T01:10:00-05:00,0.0,0.0,0.0
